dsm_code,brand,sports,productnature,structurationvalues,category_id
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],9ce9145f-7276-4376-830c-ca0fb3905f01
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],d69aff2f-7303-489b-85d8-a146078c6893
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],927510f9-80d0-4faa-bdfe-b47b2eb386f4
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],7e039c26-8200-49ff-aefb-11292c2b5df5
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],9b2d421e-c9e0-4427-aa01-d16094007cff
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],2898757d-0df0-4f98-983c-e96e1b8554a0
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],146d55d1-b849-419e-a417-0382f4b8f9f6
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],b056b2ba-c2ae-461d-b2e8-1de8dab1642a
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],bfd5a436-efda-40e1-b405-bfc971c49099
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],764a12db-0fbd-40d3-b29f-52e3ef923433
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],d08b62aa-40e6-4f3b-b2c0-64620437c401
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],cc070232-4fad-4898-a679-9e0d7af66966
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],e9dc4ee3-d791-4772-88a1-1f373e7d20c9
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],146d55d1-b849-419e-a417-0382f4b8f9f6
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],14b52d03-d6bf-430f-b4d0-26bca1446f1a
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],2898757d-0df0-4f98-983c-e96e1b8554a0
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],843a6901-ebdc-4d47-8722-8cc9365eb51a
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],9b2d421e-c9e0-4427-aa01-d16094007cff
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],a8d69a63-f7b9-4915-b172-6ca7a0d5db41
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],cfdf836d-eceb-4f73-a4e5-fbf80a7cd89e
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],dae3e3ab-7511-4632-a1c6-ed6f29b9321f
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],9ce678d0-9143-4c69-92fe-1d55622ce17f
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],5952614e-6312-4866-905e-e0ff2ce20916
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],c8d68d41-4830-4468-aa47-3b3c256d4bcb
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],1226ec54-7fbe-47cd-9b0a-d818894d5775
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],b7bcf7ed-daf6-4ef7-875b-c435fa88bb1f
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],f6533a99-83c9-41d3-b5bb-ca445e1d65bb
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],6a986890-bfaf-47f3-8e98-d3d707bc07e5
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],50dde76f-f0b5-4923-8290-16d38e4ade86
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],d6376564-2219-4858-8f25-33f785032c0c
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],b9a0f2f2-9a1d-4123-8b9a-1426d17176db
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],cf03e2c7-9e10-4bcd-a901-0b5c2907d4c1
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],95d57536-8355-4b0a-9a41-4fe40c81322c
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],9b2d421e-c9e0-4427-aa01-d16094007cff
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],3f3ab966-c40d-4eb8-9bf6-4b16c26c2091
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],7d70e7e3-fc8f-41f4-9b9d-3efc1fcd767c
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],95d57536-8355-4b0a-9a41-4fe40c81322c
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],d08b62aa-40e6-4f3b-b2c0-64620437c401
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],8696d944-42a8-4e0e-af9d-1279cfff23bb
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],69045c61-241a-4e74-b111-00f8a541287e
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],d08b62aa-40e6-4f3b-b2c0-64620437c401
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],69045c61-241a-4e74-b111-00f8a541287e
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],d56aceb4-efaf-46c3-a93e-026651b71d23
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],c2c2acea-a56d-4723-ad2b-599413682f01
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],a44d49b0-c2fb-4d8c-a32e-4267897351c3
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],156036a8-adc0-44a0-bba0-e50b4171ff8f
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],927510f9-80d0-4faa-bdfe-b47b2eb386f4
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],304d0ad8-cdbd-4c18-9d34-07a4422d655d
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],e7307a3f-10b0-48e7-bb80-c974f3220edb
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],0e1d16ca-48d2-4778-8199-2caa7cd3d315
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],a8d69a63-f7b9-4915-b172-6ca7a0d5db41
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],156036a8-adc0-44a0-bba0-e50b4171ff8f
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],5e86ae0b-25c3-47db-ac32-45ff15c92486
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],0e4fb589-446c-4ff6-8133-374ec930dd53
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],8f51ee10-07a5-4205-b210-1e2e8b205384
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],e6c3f98b-16d6-4dd2-a0b0-bdf36ff12a3e
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],2898757d-0df0-4f98-983c-e96e1b8554a0
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],dae3e3ab-7511-4632-a1c6-ed6f29b9321f
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],e6c3f98b-16d6-4dd2-a0b0-bdf36ff12a3e
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],a44d49b0-c2fb-4d8c-a32e-4267897351c3
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],156036a8-adc0-44a0-bba0-e50b4171ff8f
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],156036a8-adc0-44a0-bba0-e50b4171ff8f
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],25b752b5-d09a-4e14-ae7e-8c0922477d97
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],4c391cf3-463c-48f6-9709-2587ad7b31ec
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],a44d49b0-c2fb-4d8c-a32e-4267897351c3
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],33af1af3-91bb-46ec-8e87-0e2729ec2798
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],68116f5c-f37f-43cd-8d2c-c1001f0b93ff
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],c63bf023-6da2-4487-ab0e-b1808f4d9dfa
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],2dbab28b-4e51-4519-a273-20e315d8faef
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],d08b62aa-40e6-4f3b-b2c0-64620437c401
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],f6533a99-83c9-41d3-b5bb-ca445e1d65bb
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],c8a65f52-dbd5-44c7-b77f-9353572a5b34
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],f4a2c00e-1aae-410b-adad-27ffd3c70152
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],a38fc997-ff00-44a3-9338-84e4fc6f9da0
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],927510f9-80d0-4faa-bdfe-b47b2eb386f4
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],6009aa36-f2e1-4a2b-b906-e3d9175698ab
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],54c5c354-612b-497d-a3a3-53e2a571102c
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],89432db5-8656-4cbb-a235-b761e006de3e
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],927510f9-80d0-4faa-bdfe-b47b2eb386f4
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],a5a833f6-0070-4bfe-bde7-9d5d4b55e6af
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],2898757d-0df0-4f98-983c-e96e1b8554a0
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],2920d923-e84b-4afd-befc-b7d374852b40
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],9fa96277-745b-4e5c-8676-3a586fec9299
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],166f0849-eed6-4f29-b3ae-7c0a521acdb9
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],c77a70d7-270a-4f0c-b59c-edb3f66afe51
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],14e49653-1c4f-42f3-ba71-1589f918061a
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],876a2dbc-5e09-4336-ba0f-708a44788433
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],64d40125-0f4d-49f8-94a3-0461362a71cf
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],43c923cb-97be-4385-b030-cf4ac75c694d
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],75441ee4-8e60-4c75-b335-ca261dda7100
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],927510f9-80d0-4faa-bdfe-b47b2eb386f4
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],a8d69a63-f7b9-4915-b172-6ca7a0d5db41
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],a913506c-4529-401c-b1d7-7e08627792ee
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],5e86ae0b-25c3-47db-ac32-45ff15c92486
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],e5acc472-7d71-44d7-b22a-f489fadb6db1
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],e89d356f-531e-4af0-9766-3e6b01882128
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],973d4676-3ccf-4bf4-ae88-50e3ae30ae65
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],514612bf-0b54-4f8f-a9c5-172f9d014f52
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],876a2dbc-5e09-4336-ba0f-708a44788433
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],598e7da9-8a1d-4bea-bc8a-7c77321eada8
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],76782098-808d-499d-b6cf-42d52fc8d48e
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],d7d4061b-e3d4-4ae4-b231-0892bcdbc214
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],8285c05c-e3cd-4826-8212-49de13043ef6
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],4a03033f-6f0a-44dc-8f83-4a16fd984259
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],514612bf-0b54-4f8f-a9c5-172f9d014f52
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],5e86ae0b-25c3-47db-ac32-45ff15c92486
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],688f69ee-1283-4358-b475-5383cb37f0b8
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],5eed4eaa-bd3f-41a8-b888-bacaad72261b
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],3053fb42-0bfe-42b9-a600-30d178c52abb
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],764a12db-0fbd-40d3-b29f-52e3ef923433
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],514612bf-0b54-4f8f-a9c5-172f9d014f52
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],53bbe84a-1029-4bdd-9ad2-95a47ad9b846
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],9b2d421e-c9e0-4427-aa01-d16094007cff
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],d08b62aa-40e6-4f3b-b2c0-64620437c401
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],64dd684f-6671-4682-acac-290d289f6594
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],2898757d-0df0-4f98-983c-e96e1b8554a0
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],764a12db-0fbd-40d3-b29f-52e3ef923433
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],927510f9-80d0-4faa-bdfe-b47b2eb386f4
121754,"""484""","[""78"", ""266"", ""261""]","""25015""",[],9957c5da-e089-4ed4-a00d-98a790cf7733
